V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_965	Gm32461	predicted gene, 32461	chr16	86820897	86820897	1	*	4.71637	Intron (ENSMUST00000231555.1/ENSMUST00000231555.1, intron 1 of 3)	16	86770227	86806513	36287	2	102635020	ENSMUST00000231875.1	-14384	NA
IP1_peak_1365	Sgk2	serum/glucocorticoid regulated kinase 2	chr2	162976429	162976429	1	*	4.6637	Distal Intergenic	2	162987330	163014127	26798	1	27219	ENSMUST00000018012.13	-10901	ENSMUSG00000017868
IP1_peak_2278	Gse1	genetic suppressor element 1, coiled-coil protein	chr8	120307286	120307286	1	*	4.6058	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120228456	120553634	325179	1	382034	ENSMUST00000180448.2	78830	ENSMUSG00000031822
IP1_peak_355	Mrm3	mitochondrial rRNA methyltransferase 3	chr11	76255785	76255785	1	*	4.59879	Distal Intergenic	11	76249212	76250508	1297	1	67390	ENSMUST00000155526.2	6573	ENSMUSG00000038046
IP1_peak_366	Rhbdl3	rhomboid like 3	chr11	80316215	80316215	1	*	4.59879	Intron (ENSMUST00000017836.7/246104, intron 2 of 8)	11	80319690	80324158	4469	1	246104	ENSMUST00000138846.1	-3475	ENSMUSG00000017692
IP1_peak_493	Npas3	neuronal PAS domain protein 3	chr12	53515030	53515030	1	*	4.59879	Intron (ENSMUST00000223358.1/27386, intron 2 of 10)	12	53253046	54069074	816029	1	27386	ENSMUST00000223057.1	261984	ENSMUSG00000021010
IP1_peak_1038	Lbh	limb-bud and heart	chr17	72926162	72926162	1	*	4.59879	Intron (ENSMUST00000024857.13/77889, intron 2 of 2)	17	72921188	72939345	18158	1	77889	ENSMUST00000148556.1	4974	ENSMUSG00000024063
IP1_peak_1043	Cox7a2l	cytochrome c oxidase subunit 7A2 like	chr17	83565732	83565732	1	*	4.59879	Distal Intergenic	17	83502330	83517330	15001	2	20463	ENSMUST00000234258.1	-48402	ENSMUSG00000024248
IP1_peak_1124	Setbp1	SET binding protein 1	chr18	79020518	79020518	1	*	4.59879	Intron (ENSMUST00000025430.10/240427, intron 2 of 5)	18	78750380	79109391	359012	2	240427	ENSMUST00000025430.10	88873	ENSMUSG00000024548
IP1_peak_1144	Rcor2	REST corepressor 2	chr19	7267490	7267490	1	*	4.59879	Promoter (<=1kb)	19	7267325	7270144	2820	1	104383	ENSMUST00000140442.7	165	ENSMUSG00000024968
IP1_peak_1459	Arhgef2	Rho/Rac guanine nucleotide exchange factor 2	chr3	88624505	88624505	1	*	4.59879	Promoter (1-2kb)	3	88623354	88633617	10264	1	16800	ENSMUST00000176243.7	1151	ENSMUSG00000028059
IP1_peak_1745	Ldb2	LIM domain binding 2	chr5	44474260	44474260	1	*	4.59879	Intron (ENSMUST00000199534.4/16826, intron 8 of 8)	5	44526727	44535097	8371	2	16826	ENSMUST00000198356.1	60837	ENSMUSG00000039706
IP1_peak_1785	Zfp644	zinc finger protein 644	chr5	106560749	106560749	1	*	4.59879	Intron (ENSMUST00000131029.1/ENSMUST00000131029.1, intron 1 of 2)	5	106617073	106624390	7318	2	52397	ENSMUST00000112694.5	63641	ENSMUSG00000049606
IP1_peak_1837	Rflna	refilin A	chr5	125015329	125015329	1	*	4.59879	Distal Intergenic	5	125010113	125011492	1380	1	73121	ENSMUST00000145946.1	5216	ENSMUSG00000037962
IP1_peak_1991	Rybp	RING1 and YY1 binding protein	chr6	100341574	100341574	1	*	4.59879	Distal Intergenic	6	100228565	100287485	58921	2	56353	ENSMUST00000101118.3	-54089	ENSMUSG00000072872
IP1_peak_2006	Rassf4	Ras association (RalGDS/AF-6) domain family member 4	chr6	116671210	116671210	1	*	4.59879	Promoter (2-3kb)	6	116645903	116673771	27869	2	213391	ENSMUST00000204203.1	2561	ENSMUSG00000042129
IP1_peak_2095	Stim1	stromal interaction molecule 1	chr7	102369942	102369942	1	*	4.59879	Intron (ENSMUST00000033289.5/20866, intron 2 of 11)	7	102425973	102428248	2276	1	20866	ENSMUST00000210834.1	-56031	ENSMUSG00000030987
IP1_peak_2116	Tnrc6a	trinucleotide repeat containing 6a	chr7	123084549	123084549	1	*	4.59879	Intron (ENSMUST00000211170.1/233833, intron 2 of 2)	7	123123885	123162663	38779	1	233833	ENSMUST00000206458.1	-39336	ENSMUSG00000052707
IP1_peak_2167	Gm8096	3-phosphoglycerate dehydrogenase pseudogene	chr8	28503759	28503759	1	*	4.59879	Distal Intergenic	8	28083330	28084920	1591	2	666422	ENSMUST00000209921.1	-418839	ENSMUSG00000110372
IP1_peak_2253	Adgrg1	adhesion G protein-coupled receptor G1	chr8	94986900	94986900	1	*	4.59879	Promoter (1-2kb)	8	94985568	95003635	18068	1	14766	ENSMUST00000212799.1	1332	ENSMUSG00000031785
IP1_peak_2381	Zfp609	zinc finger protein 609	chr9	65834843	65834843	1	*	4.59879	Intron (ENSMUST00000179395.7/56404, intron 14 of 14)	9	65692391	65827564	135174	2	214812	ENSMUST00000159109.1	-7279	ENSMUSG00000040524
IP1_peak_158	Zbtb18	zinc finger and BTB domain containing 18	chr1	177445545	177445545	1	*	4.58429	Promoter (<=1kb)	1	177445821	177450764	4944	1	30928	ENSMUST00000077225.7	-276	ENSMUSG00000063659
IP1_peak_336	Rai1	retinoic acid induced 1	chr11	60177589	60177589	1	*	4.58429	Promoter (1-2kb)	11	60175879	60199197	23319	1	19377	ENSMUST00000102688.1	1710	ENSMUSG00000062115
IP1_peak_693	Gng2	guanine nucleotide binding protein (G protein), gamma 2	chr14	19975047	19975047	1	*	4.58429	Promoter (1-2kb)	14	19875793	19976693	100901	2	14702	ENSMUST00000161247.1	1646	ENSMUSG00000043004
IP1_peak_815	Lrp12	low density lipoprotein-related protein 12	chr15	39908085	39908085	1	*	4.58429	Intron (ENSMUST00000022916.12/239393, intron 1 of 6)	15	39878384	39943690	65307	2	239393	ENSMUST00000228575.1	35605	ENSMUSG00000022305
IP1_peak_856	Wnt7b	wingless-type MMTV integration site family, member 7B	chr15	85614048	85614048	1	*	4.58429	Distal Intergenic	15	85535441	85582473	47033	2	22422	ENSMUST00000229495.1	-31575	ENSMUSG00000022382
IP1_peak_1431	Elf2	E74-like factor 2	chr3	51289222	51289222	1	*	4.58429	Intron (ENSMUST00000194641.5/69257, intron 4 of 9)	3	51255665	51277575	21911	2	69257	ENSMUST00000108053.8	-11647	ENSMUSG00000037174
IP1_peak_1788	Fbrsl1	fibrosin-like 1	chr5	110466777	110466777	1	*	4.58429	Distal Intergenic	5	110362570	110448602	86033	2	381668	ENSMUST00000198768.2	-18175	ENSMUSG00000043323
IP1_peak_1967	4933427D06Rik	RIKEN cDNA 4933427D06 gene	chr6	88981795	88981795	1	*	4.58429	Intron (ENSMUST00000168837.6/232217, intron 1 of 2)	6	88950683	89110030	159348	1	232217	ENSMUST00000168837.6	31112	ENSMUSG00000055403
IP1_peak_350	4930401O10Rik	RIKEN cDNA 4930401O10 gene	chr11	71902804	71902804	1	*	4.55852	Distal Intergenic	11	71928471	71940122	11652	2	73816	ENSMUST00000128489.1	37318	ENSMUSG00000085528
IP1_peak_517	Ston2	stonin 2	chr12	91711198	91711198	1	*	4.55852	Promoter (2-3kb)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	2776	ENSMUSG00000020961
IP1_peak_537	Papola	poly (A) polymerase alpha	chr12	105854872	105854872	1	*	4.55852	Distal Intergenic	12	105829067	105835499	6433	1	18789	ENSMUST00000172089.1	25805	ENSMUSG00000021111
IP1_peak_1327	Btbd3	BTB domain containing 3	chr2	137705363	137705363	1	*	4.55852	Intron (ENSMUST00000134833.1/ENSMUST00000134833.1, intron 4 of 4)	2	138256565	138287422	30858	1	228662	ENSMUST00000091556.11	-551202	ENSMUSG00000062098
IP1_peak_1341	Scrt2	scratch family zinc finger 2	chr2	152055557	152055557	1	*	4.55852	Distal Intergenic	2	152081529	152095802	14274	1	545474	ENSMUST00000064061.3	-25972	ENSMUSG00000060257
IP1_peak_1508	Gm10636	predicted gene 10636	chr3	146319244	146319244	1	*	4.55852	Distal Intergenic	3	146367153	146378944	11792	2	100038607	ENSMUST00000197639.1	59700	ENSMUSG00000105602
IP1_peak_2002	1700054K19Rik	RIKEN cDNA 1700054K19 gene	chr6	111996049	111996049	1	*	4.55852	Distal Intergenic	6	112210708	112212519	1812	1	67336	ENSMUST00000186102.1	-214659	NA
IP1_peak_2107	Insc	INSC spindle orientation adaptor protein	chr7	114842804	114842804	1	*	4.55852	Intron (ENSMUST00000169913.7/233752, intron 10 of 12)	7	114793968	114829198	35231	1	233752	ENSMUST00000206274.1	48836	ENSMUSG00000048782
IP1_peak_2356	Gm16130	predicted gene 16130	chr9	58035786	58035786	1	*	4.55852	Intron (ENSMUST00000153106.1/330951, intron 4 of 4)	9	58032274	58048997	16724	1	330951	ENSMUST00000153106.1	3512	ENSMUSG00000086624
IP1_peak_1462	Slc27a3	solute carrier family 27 (fatty acid transporter), member 3	chr3	90383844	90383844	1	*	4.53339	Distal Intergenic	3	90387435	90388981	1547	2	26568	ENSMUST00000153978.1	5137	ENSMUSG00000027932
IP1_peak_15	Lmbrd1	LMBR1 domain containing 1	chr1	24686851	24686851	1	*	4.50574	Intron (ENSMUST00000191471.6/68421, intron 2 of 15)	1	24678926	24766301	87376	1	68421	ENSMUST00000095062.9	7925	ENSMUSG00000073725
IP1_peak_106	Plekha6	pleckstrin homology domain containing, family A member 6	chr1	133182470	133182470	1	*	4.47747	Promoter (1-2kb)	1	133181321	133301219	119899	1	240753	ENSMUST00000187285.6	1149	ENSMUSG00000041757
IP1_peak_1465	Vps45	vacuolar protein sorting 45	chr3	96044688	96044688	1	*	4.43918	Intron (ENSMUST00000015891.5/22365, intron 7 of 14)	3	96056887	96057719	833	2	22365	ENSMUST00000140518.1	13031	ENSMUSG00000015747
IP1_peak_661	Enc1	ectodermal-neural cortex 1	chr13	97237969	97237969	1	*	4.41539	Distal Intergenic	13	97241105	97253034	11930	1	13803	ENSMUST00000041623.8	-3136	ENSMUSG00000041773
IP1_peak_1827	Cux2	cut-like homeobox 2	chr5	122053738	122053738	1	*	4.41539	Intron (ENSMUST00000135544.1/ENSMUST00000135544.1, intron 2 of 2)	5	121884754	122050102	165349	2	13048	ENSMUST00000154139.7	-3636	ENSMUSG00000042589
IP1_peak_155	Sdccag8	serologically defined colon cancer antigen 8	chr1	176997789	176997789	1	*	4.38757	Promoter (<=1kb)	1	176998009	177020437	22429	1	76816	ENSMUST00000139589.1	-220	ENSMUSG00000026504
IP1_peak_14	Smap1	small ArfGAP 1	chr1	23846506	23846506	1	*	4.36169	Promoter (1-2kb)	1	23846178	23847777	1600	2	98366	ENSMUST00000136506.1	1271	ENSMUSG00000026155
IP1_peak_49	Map2	microtubule-associated protein 2	chr1	66172348	66172348	1	*	4.36169	Promoter (2-3kb)	1	66175273	66380617	205345	1	17756	ENSMUST00000156636.8	-2925	ENSMUSG00000015222
IP1_peak_81	D830032E09Rik	RIKEN cDNA D830032E09 gene	chr1	108797252	108797252	1	*	4.36169	Distal Intergenic	1	107936709	108028337	91629	1	319596	ENSMUST00000189497.1	860543	ENSMUSG00000100457
IP1_peak_93	Mgat5	mannoside acetylglucosaminyltransferase 5	chr1	127339226	127339226	1	*	4.36169	Intron (ENSMUST00000189427.6/107895, intron 3 of 7)	1	127306762	127483704	176943	1	107895	ENSMUST00000171405.1	32464	ENSMUSG00000036155
IP1_peak_103	Nuak2	NUAK family, SNF1-like kinase, 2	chr1	132333403	132333403	1	*	4.36169	3' UTR	1	132327596	132330450	2855	1	74137	ENSMUST00000133246.1	5807	ENSMUSG00000009772
IP1_peak_120	C730036E19Rik	RIKEN cDNA C730036E19 gene	chr1	151158149	151158149	1	*	4.36169	Distal Intergenic	1	151138034	151142345	4312	1	402734	ENSMUST00000188305.1	20115	NA
IP1_peak_136	Pou2f1	POU domain, class 2, transcription factor 1	chr1	165966629	165966629	1	*	4.36169	Intron (ENSMUST00000160260.8/18986, intron 1 of 16)	1	165879927	165935011	55085	2	18986	ENSMUST00000176942.7	-31618	ENSMUSG00000026565
IP1_peak_152	Sdccag8	serologically defined colon cancer antigen 8	chr1	176946422	176946422	1	*	4.36169	Intron (ENSMUST00000133305.7/76816, intron 15 of 16)	1	176998009	177020437	22429	1	76816	ENSMUST00000139589.1	-51587	ENSMUSG00000026504
IP1_peak_201	Olig3	oligodendrocyte transcription factor 3	chr10	19373991	19373991	1	*	4.36169	Distal Intergenic	10	19356533	19358604	2072	1	94222	ENSMUST00000053225.6	17458	ENSMUSG00000045591
IP1_peak_239	Pcdh15	protocadherin 15	chr10	74387884	74387884	1	*	4.36169	Promoter (2-3kb)	10	74385873	74396724	10852	1	11994	ENSMUST00000139106.2	2011	ENSMUSG00000052613
IP1_peak_282	Nav3	neuron navigator 3	chr10	109684682	109684682	1	*	4.36169	Intron (ENSMUST00000032719.14/260315, intron 38 of 38)	10	109714302	109723801	9500	2	260315	ENSMUST00000161223.1	39119	ENSMUSG00000020181
IP1_peak_344	Pirt	phosphoinositide-interacting regulator of transient receptor potential channels	chr11	66846265	66846265	1	*	4.36169	Distal Intergenic	11	66911981	66929876	17896	1	193003	ENSMUST00000123434.2	-65716	ENSMUSG00000048070
IP1_peak_373	Lhx1os	LIM homeobox 1, opposite strand	chr11	84570755	84570755	1	*	4.36169	Distal Intergenic	11	84525684	84535830	10147	1	78365	ENSMUST00000128121.1	45071	ENSMUSG00000087211
IP1_peak_383	Utp18	UTP18 small subunit processome component	chr11	93822450	93822450	1	*	4.36169	Distal Intergenic	11	93875383	93876143	761	2	217109	ENSMUST00000134807.1	53693	ENSMUSG00000054079
IP1_peak_387	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	chr11	95575109	95575109	1	*	4.36169	Intron (ENSMUST00000000122.6/18053, intron 3 of 5)	11	95568818	95587735	18918	2	18053	ENSMUST00000000122.6	12626	ENSMUSG00000000120
IP1_peak_399	Snord104	small nucleolar RNA, C/D box 104	chr11	106501586	106501586	1	*	4.36169	Promoter (<=1kb)	11	106500993	106501062	70	1	100216537	ENSMUST00000083192.1	593	ENSMUSG00000065126
IP1_peak_401	Prkca	protein kinase C, alpha	chr11	108081195	108081195	1	*	4.36169	Intron (ENSMUST00000059595.10/18750, intron 3 of 16)	11	107978341	108012805	34465	2	18750	ENSMUST00000134910.1	-68390	ENSMUSG00000050965
IP1_peak_478	Etv1	ets variant 1	chr12	39048577	39048577	1	*	4.36169	Distal Intergenic	12	38837398	38865716	28319	1	14009	ENSMUST00000161591.1	211179	ENSMUSG00000004151
IP1_peak_499	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	chr12	75179708	75179708	1	*	4.36169	Promoter (2-3kb)	12	74897220	75177332	280113	2	238271	ENSMUST00000042299.3	-2376	ENSMUSG00000034402
IP1_peak_500	Syne2	spectrin repeat containing, nuclear envelope 2	chr12	75873915	75873915	1	*	4.36169	Intron (ENSMUST00000142864.7/319565, intron 2 of 5)	12	75852730	75880328	27599	1	319565	ENSMUST00000148324.1	21185	ENSMUSG00000063450
IP1_peak_549	B020018J22Rik	Riken cDNA B020018J22 gene	chr12	112449696	112449696	1	*	4.36169	Distal Intergenic	12	112428284	112435338	7055	2	100126692	ENSMUST00000223085.1	-14358	ENSMUSG00000113189
IP1_peak_556	Sp8	trans-acting transcription factor 8	chr12	118840314	118840314	1	*	4.36169	Distal Intergenic	12	118846329	118852576	6248	1	320145	ENSMUST00000063918.3	-6015	ENSMUSG00000048562
IP1_peak_559	Elmo1	engulfment and cell motility 1	chr13	20184082	20184082	1	*	4.36169	Promoter (1-2kb)	13	20185207	20209211	24005	1	140580	ENSMUST00000221067.1	-1125	ENSMUSG00000041112
IP1_peak_586	Jarid2	jumonji and AT-rich interaction domain containing 2	chr13	44751948	44751948	1	*	4.36169	Intron (ENSMUST00000174068.7/16468, intron 2 of 3)	13	44734040	44874314	140275	1	16468	ENSMUST00000172581.1	17908	ENSMUSG00000038518
IP1_peak_635	Rhobtb3	Rho-related BTB domain containing 3	chr13	75931279	75931279	1	*	4.36169	Intron (ENSMUST00000022078.11/73296, intron 3 of 11)	13	75869537	75943867	74331	2	73296	ENSMUST00000022078.11	12588	ENSMUSG00000021589
IP1_peak_679	Itga2	integrin alpha 2	chr13	114992375	114992375	1	*	4.36169	Exon (ENSMUST00000061673.8/109700, exon 14 of 29)	13	114833081	114932100	99020	2	16398	ENSMUST00000056117.9	-60275	ENSMUSG00000015533
IP1_peak_682	Fam3d	FAM3 metabolism regulating signaling molecule D	chr14	8511633	8511633	1	*	4.36169	Intron (ENSMUST00000102996.3/74430, intron 11 of 15)	14	8348937	8378754	29818	2	18300	ENSMUST00000022269.6	-132879	ENSMUSG00000021749
IP1_peak_734	Gucy1b2	guanylate cyclase 1, soluble, beta 2	chr14	62455743	62455743	1	*	4.36169	Promoter (<=1kb)	14	62392791	62456286	63496	2	239134	ENSMUST00000165651.7	543	ENSMUSG00000021933
IP1_peak_834	Tmem71	transmembrane protein 71	chr15	66559169	66559169	1	*	4.36169	Promoter (1-2kb)	15	66526212	66561103	34892	2	213068	ENSMUST00000048372.6	1934	ENSMUSG00000036944
IP1_peak_840	Zfp41	zinc finger protein 41	chr15	75615672	75615672	1	*	4.36169	Promoter (1-2kb)	15	75616679	75625300	8622	1	22701	ENSMUST00000161785.7	-1007	ENSMUSG00000047003
IP1_peak_866	Pdzrn4	PDZ domain containing RING finger 4	chr15	92640391	92640391	1	*	4.36169	Intron (ENSMUST00000169942.9/239618, intron 3 of 9)	15	92597126	92771819	174694	1	239618	ENSMUST00000035399.9	43265	ENSMUSG00000036218
IP1_peak_867	Gxylt1	glucoside xylosyltransferase 1	chr15	93085165	93085165	1	*	4.36169	Distal Intergenic	15	93244455	93275151	30697	2	223827	ENSMUST00000057896.4	189986	ENSMUSG00000036197
IP1_peak_884	Rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1	chr16	7528759	7528759	1	*	4.36169	Distal Intergenic	16	7352970	7409969	57000	1	268859	ENSMUST00000231031.1	175789	ENSMUSG00000008658
IP1_peak_887	Abcc1	ATP-binding cassette, sub-family C member 1	chr16	14377545	14377545	1	*	4.36169	Intron (ENSMUST00000130671.7/17250, intron 1 of 30)	16	14365762	14391443	25682	1	17250	ENSMUST00000144676.2	11783	ENSMUSG00000023088
IP1_peak_925	Phldb2	pleckstrin homology like domain, family B, member 2	chr16	45799351	45799351	1	*	4.36169	Promoter (2-3kb)	16	45747160	45801571	54412	2	208177	ENSMUST00000131003.7	2220	ENSMUSG00000033149
IP1_peak_946	Robo1	roundabout guidance receptor 1	chr16	72553810	72553810	1	*	4.36169	Intron (ENSMUST00000231580.1/19876, intron 1 of 1)	16	72563700	73046095	482396	1	19876	ENSMUST00000232205.1	-9890	ENSMUSG00000022883
IP1_peak_991	Prr18	proline rich 18	chr17	8347994	8347994	1	*	4.36169	Intron (ENSMUST00000140890.2/21331, intron 1 of 5)	17	8340739	8344112	3374	1	320111	ENSMUST00000163887.1	7255	ENSMUSG00000055945
IP1_peak_1003	Psmb1	proteasome (prosome, macropain) subunit, beta type 1	chr17	15441154	15441154	1	*	4.36169	Distal Intergenic	17	15475719	15478589	2871	2	19170	ENSMUST00000231696.1	37435	ENSMUSG00000014769
IP1_peak_1084	Ccdc112	coiled-coil domain containing 112	chr18	46343105	46343105	1	*	4.36169	Distal Intergenic	18	46282151	46311928	29778	2	240261	ENSMUST00000072835.6	-31177	ENSMUSG00000071855
IP1_peak_1097	Gramd2b	GRAM domain containing 2B	chr18	56048856	56048856	1	*	4.36169	Distal Intergenic	18	56400337	56503564	103228	1	107022	ENSMUST00000237355.1	-351481	ENSMUSG00000001700
IP1_peak_1104	Atp8b1	ATPase, class I, type 8B, member 1	chr18	64770127	64770127	1	*	4.36169	Distal Intergenic	18	64528967	64661267	132301	2	54670	ENSMUST00000025482.9	-108860	ENSMUSG00000039529
IP1_peak_1148	Mir496b	microRNA 496b	chr19	16354027	16354027	1	*	4.36169	Intron (ENSMUST00000025541.5/14682, intron 5 of 6)	19	16314892	16315004	113	2	102465218	ENSMUST00000184935.1	-39023	ENSMUSG00000098718
IP1_peak_1149	Cemip2	cell migration inducing hyaluronidase 2	chr19	21742293	21742293	1	*	4.36169	Distal Intergenic	19	21778342	21858327	79986	1	83921	ENSMUST00000096194.8	-36049	ENSMUSG00000024754
IP1_peak_1155	Dmrt3	doublesex and mab-3 related transcription factor 3	chr19	25607963	25607963	1	*	4.36169	Promoter (2-3kb)	19	25610537	25623921	13385	1	240590	ENSMUST00000048935.5	-2574	ENSMUSG00000042372
IP1_peak_1157	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	chr19	28088330	28088330	1	*	4.36169	Distal Intergenic	19	27805143	28011166	206024	2	19726	ENSMUST00000173161.1	-77164	ENSMUSG00000040929
IP1_peak_1176	AA387883	expressed sequence AA387883	chr19	52647274	52647274	1	*	4.36169	Distal Intergenic	19	52923181	52926931	3751	1	100043450	ENSMUST00000236393.1	-275907	ENSMUSG00000117896
IP1_peak_1237	Zeb2	zinc finger E-box binding homeobox 2	chr2	45032441	45032441	1	*	4.36169	Intron (ENSMUST00000176438.8/24136, intron 3 of 10)	2	45001784	45023670	21887	2	24136	ENSMUST00000209076.1	-8771	ENSMUSG00000026872
IP1_peak_1238	1700019E08Rik	RIKEN cDNA 1700019E08 gene	chr2	46243028	46243028	1	*	4.36169	Distal Intergenic	2	45696800	45698067	1268	1	69405	ENSMUST00000134308.1	546228	ENSMUSG00000086710
IP1_peak_1241	Kif5c	kinesin family member 5C	chr2	49672578	49672578	1	*	4.36169	Intron (ENSMUST00000028102.13/16574, intron 2 of 25)	2	49700579	49730251	29673	1	16574	ENSMUST00000146247.1	-28001	ENSMUSG00000026764
IP1_peak_1271	Chrna1	cholinergic receptor nicotinic alpha 1 subunit	chr2	73572708	73572708	1	*	4.36169	Intron (ENSMUST00000028515.3/11435, intron 4 of 8)	2	73563215	73580338	17124	2	11435	ENSMUST00000028515.3	7630	ENSMUSG00000027107
IP1_peak_1309	Srp14	signal recognition particle 14	chr2	118510667	118510667	1	*	4.36169	Distal Intergenic	2	118475850	118479711	3862	2	20813	ENSMUST00000009693.14	-30956	ENSMUSG00000009549
IP1_peak_1313	Shf	Src homology 2 domain containing F	chr2	122366262	122366262	1	*	4.36169	Promoter (<=1kb)	2	122348892	122366828	17937	2	435684	ENSMUST00000048635.12	566	ENSMUSG00000033256
IP1_peak_1340	Slc52a3	solute carrier protein family 52, member 3	chr2	152029658	152029658	1	*	4.36169	Distal Intergenic	2	151999897	152009246	9350	1	69698	ENSMUST00000109858.1	29761	ENSMUSG00000027463
IP1_peak_1366	Tox2	TOX high mobility group box family member 2	chr2	163187769	163187769	1	*	4.36169	Distal Intergenic	2	163203125	163324170	121046	1	269389	ENSMUST00000109428.8	-15356	ENSMUSG00000074607
IP1_peak_1413	Nlgn1	neuroligin 1	chr3	26145660	26145660	1	*	4.36169	Intron (ENSMUST00000193603.5/192167, intron 2 of 7)	3	25433431	26153307	719877	2	192167	ENSMUST00000191835.1	7647	ENSMUSG00000063887
IP1_peak_1426	1700027H10Rik	RIKEN cDNA 1700027H10 gene	chr3	45431865	45431865	1	*	4.36169	Intron (ENSMUST00000166126.6/18526, intron 4 of 4)	3	45416584	45439310	22727	2	72274	ENSMUST00000186818.2	7445	ENSMUSG00000100799
IP1_peak_1476	Kcna3	potassium voltage-gated channel, shaker-related subfamily, member 3	chr3	106955822	106955822	1	*	4.36169	Intron (ENSMUST00000182400.7/ENSMUST00000182400.7, intron 2 of 5)	3	107036169	107038070	1902	1	16491	ENSMUST00000052718.4	-80347	ENSMUSG00000047959
IP1_peak_1503	Unc5c	unc-5 netrin receptor C	chr3	141691544	141691544	1	*	4.36169	Intron (ENSMUST00000106236.8/22253, intron 2 of 15)	3	141789852	141791986	2135	1	22253	ENSMUST00000123631.1	-98308	ENSMUSG00000059921
IP1_peak_1505	Lmo4	LIM domain only 4	chr3	144174431	144174431	1	*	4.36169	Distal Intergenic	3	144189062	144194818	5757	2	16911	ENSMUST00000148128.1	20387	ENSMUSG00000028266
IP1_peak_1517	Rab2a	RAB2A, member RAS oncogene family	chr4	8577540	8577540	1	*	4.36169	Intron (ENSMUST00000060232.7/59021, intron 3 of 7)	4	8535644	8607778	72135	1	59021	ENSMUST00000060232.7	41896	ENSMUSG00000047187
IP1_peak_1535	Nkain3	Na+/K+ transporting ATPase interacting 3	chr4	20589271	20589271	1	*	4.36169	Intron (ENSMUST00000119374.7/269513, intron 1 of 5)	4	20118874	20778567	659694	2	269513	ENSMUST00000119374.7	189296	ENSMUSG00000055761
IP1_peak_1597	Izumo3	IZUMO family member 3	chr4	92396894	92396894	1	*	4.36169	Distal Intergenic	4	92144338	92147234	2897	2	69314	ENSMUST00000143542.1	-249660	ENSMUSG00000028533
IP1_peak_1669	Epb41	erythrocyte membrane protein band 4.1	chr4	132034439	132034439	1	*	4.36169	Intron (ENSMUST00000105970.7/269587, intron 1 of 18)	4	131923429	132049078	125650	2	269587	ENSMUST00000084253.9	14639	ENSMUSG00000028906
IP1_peak_1678	Pax7	paired box 7	chr4	139807776	139807776	1	*	4.36169	Intron (ENSMUST00000030508.13/18509, intron 4 of 8)	4	139740676	139833007	92332	2	18509	ENSMUST00000174681.1	25231	ENSMUSG00000028736
IP1_peak_1701	Camta1	calmodulin binding transcription activator 1	chr4	151165788	151165788	1	*	4.36169	Intron (ENSMUST00000169423.8/100072, intron 6 of 24)	4	151086039	151139584	53546	2	100072	ENSMUST00000143434.1	-26204	ENSMUSG00000014592
IP1_peak_1710	Fzd1	frizzled class receptor 1	chr5	4814674	4814674	1	*	4.36169	Intron (ENSMUST00000115451.7/18647, intron 13 of 13)	5	4753839	4758035	4197	2	14362	ENSMUST00000054294.6	-56639	ENSMUSG00000044674
IP1_peak_1720	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	chr5	16024842	16024842	1	*	4.36169	Promoter (<=1kb)	5	16025714	16268604	242891	1	12293	ENSMUST00000200270.1	-872	ENSMUSG00000040118
IP1_peak_1729	Actr3b	ARP3 actin-related protein 3B	chr5	25738800	25738800	1	*	4.36169	Distal Intergenic	5	25759997	25850688	90692	1	242894	ENSMUST00000128727.7	-21197	ENSMUSG00000056367
IP1_peak_1762	Cenpc1	centromere protein C1	chr5	85346218	85346218	1	*	4.36169	Distal Intergenic	5	86057116	86065522	8407	2	12617	ENSMUST00000199141.1	719304	ENSMUSG00000029253
IP1_peak_1770	Gk2	glycerol kinase 2	chr5	97466993	97466993	1	*	4.36169	Intron (ENSMUST00000181724.7/75814, intron 3 of 4)	5	97455142	97457021	1880	2	14626	ENSMUST00000059657.3	-9972	ENSMUSG00000050553
IP1_peak_1863	Auts2	autism susceptibility candidate 2	chr5	132291333	132291333	1	*	4.36169	Intron (ENSMUST00000161226.8/319974, intron 1 of 18)	5	132030990	132449360	418371	2	319974	ENSMUST00000160135.3	158027	ENSMUSG00000029673
IP1_peak_1878	Uncx	UNC homeobox	chr5	139581606	139581606	1	*	4.36169	Distal Intergenic	5	139543898	139545268	1371	1	22255	ENSMUST00000174792.1	37708	ENSMUSG00000029546
IP1_peak_1915	Iqub	IQ motif and ubiquitin domain containing	chr6	24409179	24409179	1	*	4.36169	Distal Intergenic	6	24444865	24515067	70203	2	214704	ENSMUST00000052277.4	105888	ENSMUSG00000046192
